"","ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0928000.2","PF3D7_0928000.2","cytochrome c oxidase subunit 6B, putative (COX6B)",1.63676306094018,2.13976036778009,1.98881569389693,0.0550055262371852,0.999031950256824,-4.42045404326922
"PF3D7_1401600","PF3D7_1401600","Plasmodium exported protein (PHISTb), unknown function",0.677632373281504,7.84787876229714,1.96938308167517,0.057291117104164,0.999031950256824,-4.2016177707322
"PF3D7_1469600","PF3D7_1469600","biotin carboxylase subunit of acetyl CoA carboxylase, putative (ACC)",-0.88034502718908,2.19019653398311,-1.9642207623051,0.0579120029495006,0.999031950256824,-4.42379460583937
"PF3D7_0800300","PF3D7_0800300","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.806236515094797,6.56563925047469,1.96277933360424,0.0580864081911294,0.999031950256824,-4.25139220597693
"PF3D7_0800200","PF3D7_0800200","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.2336998723098,4.76857986153519,1.96253887434025,0.0581155468512905,0.999031950256824,-4.33931688700623
"PF3D7_0305100","PF3D7_0305100","conserved Plasmodium protein, unknown function",-0.982132047322681,2.07796111422064,-1.9583271473614,0.0586279831127851,0.999031950256824,-4.42734228688054
"PF3D7_0100100","PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.871112623764365,6.04326710560207,1.95531085014081,0.0589973792496352,0.999031950256824,-4.2783902339779
"PF3D7_1347100","PF3D7_1347100","DNA topoisomerase 3, putative (TOP3)",1.24906178663639,5.34480738500922,1.93986116339203,0.060921278630823,0.999031950256824,-4.31879835418215
"PF3D7_0115700","PF3D7_0115700","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.978502511591581,6.44132021777192,1.93948341407737,0.060968991362053,0.999031950256824,-4.26776395508061
"PF3D7_0421300","PF3D7_0421300","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.928574903817056,6.5136885772792,1.93893170542438,0.0610387346818169,0.999031950256824,-4.2647951877113
"PF3D7_1464400","PF3D7_1464400","zinc finger protein, putative",-0.343103342510187,4.09983522539578,-1.9382038949693,0.0611308452901821,0.999031950256824,-4.3777486424214
"PF3D7_1329300","PF3D7_1329300","chromatin assembly factor 1 subunit, putative",-0.664129519501464,3.93170570966907,-1.93656073073709,0.0613392444054413,0.999031950256824,-4.38473916443439
"PF3D7_1102500","PF3D7_1102500","Plasmodium exported protein (PHISTb), unknown function (GEXP02)",-1.70768501512637,3.78902515351871,-1.93533288717464,0.0614953704909002,0.999031950256824,-4.39015324144054
"PF3D7_0707600","PF3D7_0707600","conserved Plasmodium protein, unknown function",0.479196185415639,3.97782461289049,1.92719903222516,0.0625383393576922,0.999031950256824,-4.38525800921636
"PF3D7_1110000","PF3D7_1110000","conserved Plasmodium protein, unknown function",0.616528843440302,4.28514086475224,1.9247828578876,0.0628510867349961,0.999031950256824,-4.37364736193149
"PF3D7_1318900","PF3D7_1318900","conserved Plasmodium protein, unknown function",-0.972608279641554,3.56848353754792,-1.922193601846,0.0631877372708244,0.999031950256824,-4.40061703050863
"PF3D7_0425800","PF3D7_0425800","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.909553927454601,6.55705578342671,1.88434184601929,0.0682897617630299,0.999031950256824,-4.28828958266368
"PF3D7_1450300","PF3D7_1450300","NADPH--cytochrome P450 reductase, putative (CPR)",0.505188919163575,6.24017929981279,1.87844831718368,0.0691152048946029,0.999031950256824,-4.30368961646551
"PF3D7_1457300","PF3D7_1457300","conserved Plasmodium protein, unknown function",0.294795538998669,9.13619166316245,1.87406199455831,0.0697350983640697,0.999031950256824,-4.23506850862776
"PF3D7_0708200","PF3D7_0708200","conserved Plasmodium protein, unknown function",0.703846288618355,2.37302716762983,1.87266510844302,0.0699335113351696,0.999031950256824,-4.44288383898437
"PF3D7_0509800","PF3D7_0509800","phosphatidylinositol 4-kinase (PI4K)",-0.23848206320398,8.5052965929532,-1.86588080562463,0.0709040529380539,0.999031950256824,-4.24707675948817
"PF3D7_0402100","PF3D7_0402100","Plasmodium exported protein (PHISTb), unknown function",0.443758677934483,8.57152275466918,1.85135644028937,0.0730207377281684,0.999031950256824,-4.25240374837046
"PF3D7_0600200","PF3D7_0600200","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.0354817700626,6.1852129059754,1.84889910452794,0.0733841491286151,0.999031950256824,-4.31849247653543
"PF3D7_1119800","PF3D7_1119800","alternative splicing factor ASF-1, putative (ASF1)",0.268821281793794,5.32439789228744,1.83720223091966,0.0751352510159402,0.999031950256824,-4.35886002979416
"PF3D7_1134800","PF3D7_1134800","coatomer subunit delta",0.282182440864845,7.27096418181623,1.83449930309437,0.0755449343160996,0.999031950256824,-4.28854250473483
"PF3D7_0526600","PF3D7_0526600","conserved Plasmodium protein, unknown function",1.43731428876792,7.0894279059803,1.83063188136442,0.0761344339332167,0.999031950256824,-4.29668233057405
"PF3D7_1463400","PF3D7_1463400","DNA-directed RNA polymerase III subunit RPC4, putative",0.269851203234944,6.67035856962429,1.82928530940178,0.0763406065808293,0.999031950256824,-4.31052015610743
"PF3D7_1329100","PF3D7_1329100","myosin C (MyoC)",-1.27502573913635,5.46052541039315,-1.82689324912669,0.076708027111166,0.999031950256824,-4.36089723372726
"PF3D7_1330800","PF3D7_1330800","conserved Plasmodium protein, unknown function",-0.63480201824887,9.19469118928725,-1.82187952813718,0.0774830268474542,0.999031950256824,-4.26559039659277
"PF3D7_0808700","PF3D7_0808700","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.830829075781862,6.15016619794268,1.81819107195037,0.0780574214555475,0.999031950256824,-4.33276380379671
"PF3D7_1110300","PF3D7_1110300","conserved Plasmodium protein, unknown function",-0.357576922709677,6.33492961770952,-1.81741787606223,0.0781782878806336,0.999031950256824,-4.32968767789098
"PF3D7_1458600","PF3D7_1458600","conserved Plasmodium protein, unknown function",0.27709537015658,7.45187660219276,1.80978188418826,0.0793805271429935,0.999031950256824,-4.29595576340297
"PF3D7_1311400","PF3D7_1311400","AP-1 complex subunit mu-1 (AP1M1)",0.496496459422292,7.44046931189972,1.80614606520044,0.0799584654867491,0.999031950256824,-4.2974981835822
"PF3D7_0711100","PF3D7_0711100","conserved Plasmodium membrane protein, unknown function",0.359167137374463,5.3423425582314,1.79342639805727,0.0820085483965053,0.999031950256824,-4.3739535473683
"PF3D7_1302100","PF3D7_1302100","gamete antigen 27/25 (G27/25)",-1.48142399875469,3.68357873391851,-1.78626817611224,0.0831817477542641,0.999031950256824,-4.4335567296232
"PF3D7_1253100","PF3D7_1253100","Plasmodium exported protein (PHISTa), unknown function",0.36339095120225,6.47192930616767,1.77800987029603,0.0845528747939954,0.999031950256824,-4.33961921580409
"PF3D7_0533100","PF3D7_0533100","erythrocyte membrane protein 1 (PfEMP1), truncated, pseudogene (VAR1CSA)",1.06729133707714,6.32356081719382,1.77638872518574,0.0848242666692405,0.999031950256824,-4.34453524971462
"PF3D7_0800100","PF3D7_0800100","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.901014446771621,6.7450639026182,1.77478447065937,0.0850935557175469,0.999031950256824,-4.33192869924993
"PF3D7_0107500","PF3D7_0107500","lipid/sterol:H+ symporter",0.259376121666261,11.1265827822003,1.77101160164173,0.0857297165497637,0.999031950256824,-4.29710946369117
"PF3D7_1357500","PF3D7_1357500","DNA helicase, putative",-0.681965250762536,3.45836006550981,-1.77080754339041,0.0857642379989849,0.999031950256824,-4.44309144064452
"PF3D7_1216300","PF3D7_1216300","signal recognition particle subunit SRP19 (SRP19)",0.31132876914275,6.73824290295548,1.76851363227566,0.0861531179427183,0.999031950256824,-4.33571088681252
"PF3D7_1000100","PF3D7_1000100","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.935608612571063,6.52009829588938,1.76103284074218,0.0874316755933545,0.999031950256824,-4.34485063252175
"PF3D7_1127300","PF3D7_1127300","methyltransferase, putative",0.592944582132996,4.1018921439736,1.75599903362895,0.0883009930989002,0.999031950256824,-4.42959409610072
"PF3D7_1343800","PF3D7_1343800","conserved Plasmodium protein, unknown function",-0.76651535472475,3.64620516170496,-1.74236138313202,0.0906928291435288,0.999031950256824,-4.44578841449544
"PF3D7_1430300","PF3D7_1430300","acid phosphatase, putative",-1.20145149731998,7.63188197105166,-1.74196880829633,0.0907624799428954,0.999031950256824,-4.33279700352991
"PF3D7_0201500","PF3D7_0201500","Plasmodium exported protein (hyp9), unknown function",-1.16717266032497,5.29878103376874,-1.73944648477808,0.0912110653515611,0.999031950256824,-4.39761376144837
"PF3D7_0402000","PF3D7_0402000","Plasmodium exported protein (PHISTa), unknown function",-1.4568059706609,2.8404107936032,-1.73884764956714,0.0913178391731953,0.999031950256824,-4.46260712710396
"PF3D7_0818400","PF3D7_0818400","rRNA-processing protein FCF1, putative (FCF1)",0.356180607339653,6.45106983963672,1.7324217270858,0.0924702226560696,0.999031950256824,-4.3597074398427
"PF3D7_0712400","PF3D7_0712400","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.731840641108015,6.07528496881518,1.73023017818307,0.092866022661299,0.999031950256824,-4.37162759068562
"PF3D7_0808100","PF3D7_0808100","AP-3 complex subunit delta, putative",-0.544894475147196,3.67098953958971,-1.72418383395707,0.0939653878900335,0.999031950256824,-4.4498923903806
"PF3D7_0906200","PF3D7_0906200","conserved Plasmodium protein, unknown function",0.309277095382947,3.22304493471052,1.71954019243472,0.0948170988456117,0.999031950256824,-4.46086149455355
"PF3D7_1207600","PF3D7_1207600","tRNA delta(2)-isopentenylpyrophosphate transferase, putative (MiaA)",-0.403185354554708,4.37355066571913,-1.71589433466492,0.0954903254106308,0.999031950256824,-4.43357500670951
"PF3D7_0833300","PF3D7_0833300","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene",1.03661557056584,4.38823184278197,1.7147418714768,0.095703964385944,0.999031950256824,-4.43271581274218
"PF3D7_1009800","PF3D7_1009800","conserved Plasmodium membrane protein, unknown function",0.223993504667428,6.76144358381219,1.71420584768703,0.0958034665416149,0.999031950256824,-4.35924179762509
"PF3D7_0622700","PF3D7_0622700","conserved Plasmodium membrane protein, unknown function",0.60746026998792,1.85434373370893,1.71018808241059,0.0965520445723825,0.999031950256824,-4.483864390135
"PF3D7_0902300","PF3D7_0902300","serine/threonine protein kinase, FIKK family (FIKK9.4)",0.41022548109285,8.83555742915824,1.70523363136788,0.0974818724634936,0.999031950256824,-4.32792328240241
"PF3D7_0701900","PF3D7_0701900","Plasmodium exported protein, unknown function",-2.21559271322079,8.32366437676846,-1.69860490383636,0.0987376123621237,0.999031950256824,-4.34647295771056
"PF3D7_0626800","PF3D7_0626800","pyruvate kinase (PyrK)",0.452929623727552,11.7040517351058,1.69019971362556,0.100349269187422,0.999031950256824,-4.34318324015964
"PF3D7_1407200","PF3D7_1407200","conserved Plasmodium protein, unknown function",-0.522627526459793,4.13386814076843,-1.68953279286157,0.10047808180897,0.999031950256824,-4.44753520986673
"PF3D7_1315000","PF3D7_1315000","conserved Plasmodium protein, unknown function",0.537155759219438,4.77180804207093,1.68400235463672,0.101551577291663,0.999031950256824,-4.43045398152532
"PF3D7_0514300","PF3D7_0514300","aspartate--tRNA ligase, putative",-0.789580909631843,2.12045971925516,-1.67979690921215,0.10237425895268,0.999031950256824,-4.48587322967491
"PF3D7_1304400","PF3D7_1304400","conserved Plasmodium protein, unknown function",-0.365746301023648,5.32992055998857,-1.67919063563488,0.102493316005709,0.999031950256824,-4.41657956035695
"PF3D7_0510000","PF3D7_0510000","conserved Plasmodium protein, unknown function",0.809460922052755,5.2206695567059,1.67515011183588,0.103289718887888,0.999031950256824,-4.41918831116887
"PF3D7_1136900","PF3D7_1136900","subtilisin-like protease 2 (SUB2)",-0.566639236397553,2.78692454842017,-1.67374472752034,0.103567928503202,0.999031950256824,-4.47833275728167
"PF3D7_0817300","PF3D7_0817300","asparagine-rich antigen",-1.89302206558873,4.570733547671,-1.6723183387724,0.103850932582914,0.999031950256824,-4.44163967851969
"PF3D7_1430400","PF3D7_1430400","autophagy protein 5, putative (ATG5)",-1.04468219026319,4.18877318718913,-1.67159446925494,0.103994798198958,0.999031950256824,-4.45187647611084
"PF3D7_0807100","PF3D7_0807100","RNA helicase, putative",-0.493599542147916,4.57811665022108,-1.66791292759622,0.1047290512058,0.999031950256824,-4.44158098603672
"PF3D7_0317800","PF3D7_0317800","proteasome regulatory protein, putative",-0.532648889575536,2.9254288291769,-1.66398865417056,0.105516448036243,0.999031950256824,-4.4784133359081
"PF3D7_0110200","PF3D7_0110200","FAD-linked sulfhydryl oxidase ERV1, putative (ERV1)",-0.453129322348456,2.7581169423591,-1.66190330833007,0.105936862274971,0.999031950256824,-4.48140976400497
"PF3D7_1220400","PF3D7_1220400","debranching enzyme-associated ribonuclease, putative (DRN1)",-0.458183740304442,2.44578083319805,-1.65901259233708,0.106521938644479,0.999031950256824,-4.48630148671644
"PF3D7_1037900","PF3D7_1037900","conserved Plasmodium protein, unknown function",0.633677642903164,2.26232907754772,1.65073243754974,0.108212664280009,0.999031950256824,-4.49107680024105
"PF3D7_1201000","PF3D7_1201000","Plasmodium exported protein (PHISTb), unknown function",-1.22769033101906,2.89740988319272,-1.64853643207917,0.108664774209209,0.999031950256824,-4.48187980399235
"PF3D7_1249900","PF3D7_1249900","apicoplast dimethyladenosine synthase, putative",-0.498620481321765,5.44933300899879,-1.64674505135061,0.1090347367402,0.999031950256824,-4.42493519216131
"PF3D7_1203600","PF3D7_1203600","cytochrome c1 heme lyase, putative",-0.796154342808294,1.65693662252788,-1.64216143059746,0.109986106479411,0.999031950256824,-4.49711624125693
"PF3D7_1466400","PF3D7_1466400","transcription factor with AP2 domain(s) (ApiAP2)",0.306776260039607,7.78424589351411,1.6417606454643,0.110069617929637,0.999031950256824,-4.37107312228969
"PF3D7_1145300","PF3D7_1145300","cysteine-rich PDZ-binding protein, putative (CRIPT)",-0.901944218227707,1.9428343836383,-1.64170106222685,0.110082037738172,0.999031950256824,-4.49439410958762
"PF3D7_0822400","PF3D7_0822400","conserved Plasmodium protein, unknown function",-0.553945765134205,3.96447381760924,-1.64117410950086,0.110191928626894,0.999031950256824,-4.46452590569949
"PF3D7_1327300","PF3D7_1327300","conserved Plasmodium protein, unknown function",-0.908829719129511,2.66791096228983,-1.63967018751338,0.11050605540129,0.999031950256824,-4.4871438424975
"PF3D7_0809500","PF3D7_0809500","histone acetyltransferase subunit NuA4, putative",-0.445012514992996,3.22403159609483,-1.63411166428358,0.111673496688684,0.999031950256824,-4.48034263516879
"PF3D7_1357000","PF3D7_1357000","elongation factor 1-alpha",0.826163436234159,12.8971559487837,1.63349445624676,0.111803752503165,0.999031950256824,-4.38002566528503
"PF3D7_1309600","PF3D7_1309600","ribosomal RNA methyltransferase, putative",-0.348980893199555,4.45277877389008,-1.62902014625686,0.112751763585483,0.999031950256824,-4.45607961647714
"PF3D7_0814100","PF3D7_0814100","conserved Plasmodium protein, unknown function",0.436158950043224,3.01221101288216,1.6288628750955,0.112785206152988,0.999031950256824,-4.48527458845812
"PF3D7_0922600","PF3D7_0922600","glutamine synthetase, putative",0.344318428003051,8.98512504836767,1.62729415743407,0.113119230123946,0.999031950256824,-4.36709182302609
"PF3D7_1201300","PF3D7_1201300","liver stage associated protein 1 (LSAP1)",0.804641855856045,1.92530151652067,1.6183781870916,0.115033199620044,0.999031950256824,-4.5008332191327
"PF3D7_0405100","PF3D7_0405100","protein transport protein Sec24B (SEC24B)",-0.269098411667541,7.31570199413217,-1.61623860561802,0.115496439734022,0.999031950256824,-4.39163813531443
"PF3D7_0425200","PF3D7_0425200","Plasmodium exported protein (hyp15), unknown function",0.727035922304147,4.91038827427536,1.6147335054983,0.115823226436349,0.999031950256824,-4.44780867404579
"PF3D7_0625600","PF3D7_0625600","poly(A) polymerase PAP, putative",0.356177963928303,5.28926151396425,1.61104483790427,0.116627322202331,0.999031950256824,-4.43891204711858
"PF3D7_0803500","PF3D7_0803500","AAA family ATPase, putative",-0.346826812487311,5.48175068657063,-1.60568714027597,0.117803410743118,0.999031950256824,-4.43688635258369
"PF3D7_0614000","PF3D7_0614000","thiamin-phosphate pyrophosphorylase, putative",-0.574088871800227,1.30149643825672,-1.60428113539927,0.11811365479847,0.999031950256824,-4.50710606770265
"PF3D7_1331000","PF3D7_1331000","protein kinase, putative",0.363044849756301,1.28872879509285,1.60404062838128,0.118166791281752,0.999031950256824,-4.50791482806661
"PF3D7_0924700","PF3D7_0924700","splicing factor 3A subunit 3, putative (SF3A3)",-0.302079256241632,6.60877444576084,-1.5953591529346,0.120097996655164,0.999031950256824,-4.41472610640282
"PF3D7_0200100","PF3D7_0200100","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.720993008124401,5.87095291486468,1.59272119358629,0.120689907385217,0.999031950256824,-4.4302550626187
"PF3D7_0500100","PF3D7_0500100","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.837557758666066,6.28614673937811,1.59084784559229,0.121111700869477,0.999031950256824,-4.42153017706679
"PF3D7_0619800","PF3D7_0619800","conserved Plasmodium membrane protein, unknown function",-0.530944210684723,3.27280463701636,-1.58896666527941,0.121536470361972,0.999031950256824,-4.4898215801407
"PF3D7_0405200","PF3D7_0405200","ag-1 blood stage membrane protein homologue (MAg-1)",-0.488668713543169,1.66506863597665,-1.58775254976121,0.121811263195037,0.999031950256824,-4.50796383232674
"PF3D7_1369400","PF3D7_1369400","conserved Plasmodium protein, unknown function",0.496050797250806,1.61720621087182,1.58599223742318,0.122210579448188,0.999031950256824,-4.50927620118963
"PF3D7_1001400","PF3D7_1001400","alpha/beta hydrolase, putative",0.293620291369102,8.86859157145366,1.584960258408,0.122445174606801,0.999031950256824,-4.38871170633108
"PF3D7_0931200","PF3D7_0931200","selenoprotein (Sel2)",0.497944098511238,3.48238069399441,1.58366944066199,0.122739128162596,0.999031950256824,-4.48772810973957
"PF3D7_1229100","PF3D7_1229100","multidrug resistance-associated protein 2 (MRP2)",0.364561302247596,10.7242753177641,1.58350248818651,0.122777189745477,0.999031950256824,-4.39006545521021
"PF3D7_1028500","PF3D7_1028500","conserved Plasmodium protein, unknown function",-0.401466617997674,7.24532530237444,-1.58301322790283,0.122888786115011,0.999031950256824,-4.40824354546065
"PF3D7_0412700","PF3D7_0412700","erythrocyte membrane protein 1, PfEMP1 (VAR)",0.891542928103453,6.06646049237227,1.57767923598456,0.124110808983735,0.999031950256824,-4.43133411619941
"PF3D7_0523900","PF3D7_0523900","conserved Plasmodium membrane protein, unknown function",0.397260580743866,4.27309843427483,1.57591901045348,0.124516247362075,0.999031950256824,-4.47447197433377
"PF3D7_0500800","PF3D7_0500800","mature parasite-infected erythrocyte surface antigen (MESA)",-1.33044658386934,3.32748851567813,-1.57372798040133,0.125022422525704,0.999031950256824,-4.49225329213233
