#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus tag	Protein product	Length	Protein name
1	NC_004325.2	380697	382424	+	813233	PF3D7_0109800	XP_001351028.1	575	phenylalanine--tRNA ligase alpha subunit
1	NC_004325.2	383284	386632	+	9221827	PF3D7_0109850	XP_002808610.2	596	phosphatidate cytidylyltransferase, putative
1	NC_004325.2	386708	387940	+	36312451	PF3D7_0109950	XP_024328987.1	167	conserved Plasmodium protein, unknown function
1	NC_004325.2	388372	389076	+	813235	PF3D7_0110000	XP_001351030.1	234	conserved Plasmodium protein, unknown function
1	NC_004325.2	389261	392065	-	813236	PF3D7_0110100	XP_001351031.1	934	selenocysteine-specific elongation factor selB homologue, putative
1	NC_004325.2	392604	393035	+	813237	PF3D7_0110200	XP_001351032.1	143	FAD-linked sulfhydryl oxidase ERV1, putative
1	NC_004325.2	393875	394835	-	813238	PF3D7_0110400	XP_001351033.1	249	DNA-directed RNA polymerase II subunit RPB9,putative
1	NC_004325.2	396591	403606	+	813239	PF3D7_0110500	XP_001351034.1	2285	bromodomain protein, putative
1	NC_004325.2	405739	412169	+	813240	PF3D7_0110600	XP_001351035.1	1710	phosphatidylinositol-4-phosphate 5-kinase
1	NC_004325.2	413760	415100	-	813241	PF3D7_0110700	XP_001351036.1	446	chromatin assembly factor 1 protein WD40 domain,putative
1	NC_004325.2	417921	419607	+	813242	PF3D7_0110800	XP_001351037.1	367	transcription initiation factor TFIIB, putative
1	NC_004325.2	420293	420853	-	813243	PF3D7_0110900	XP_001351038.1	186	adenylate kinase-like protein 1
1	NC_004325.2	421776	427575	-	813244	PF3D7_0111000	XP_024328883.1	1664	kinesin-8, putative
1	NC_004325.2	430152	430858	-	813245	PF3D7_0111200	XP_001351040.1	97	conserved Plasmodium protein, unknown function
1	NC_004325.2	431539	435042	-	813246	PF3D7_0111300	XP_001351041.1	1167	replication factor c protein, putative
1	NC_004325.2	436408	438564	+	9221828	PF3D7_0111400	XP_002808611.1	718	gametocyte exported protein 19
1	NC_004325.2	439652	441418	-	813248	PF3D7_0111500	XP_001351043.1	371	UMP-CMP kinase, putative
1	NC_004325.2	442543	443289	-	813249	PF3D7_0111600	XP_001351044.1	248	conserved Plasmodium protein, unknown function
1	NC_004325.2	443585	443938	-	813250	PF3D7_0111700	XP_001351045.1	117	conserved Plasmodium protein, unknown function
1	NC_004325.2	446026	448849	+	9221829	PF3D7_0111800	XP_024328940.1	620	eukaryotic translation initiation factor 4E,putative
1	NC_004325.2	450043	450646	-	813252	PF3D7_0111900	XP_001351047.1	81	conserved protein, unknown function
1	NC_004325.2	450831	453118	-	813253	PF3D7_0112000	XP_024328884.1	447	TatD-like deoxyribonuclease, putative
1	NC_004325.2	454847	455338	+	813254	PF3D7_0112100	XP_001351049.1	163	conserved Plasmodium protein, unknown function
1	NC_004325.2	464726	470194	+	813255	PF3D7_0112200	XP_001351050.1	1822	multidrug resistance-associated protein 1
1	NC_004325.2	481809	482618	-	813257	PF3D7_0112800	XP_001351051.1	203	Plasmodium exported protein (hyp11), unknown function
1	NC_004325.2	486500	487186	+	813258	PF3D7_0112900	XP_001351052.1	188	Plasmodium exported protein, unknown function
1	NC_004325.2	487892	490127	-	813259	PF3D7_0113000	XP_001351053.1	673	glutamic acid-rich protein
1	NC_004325.2	495244	500076	+	813260	PF3D7_0113100	XP_001351054.1	1555	surface-associated interspersed protein 1.1 (SURFIN 1.1)
1	NC_004325.2	500959	502868	-	9221841	PF3D7_0113200	XP_002808613.1	592	Plasmodium exported protein, unknown function
1	NC_004325.2	504938	506874	-	813262	PF3D7_0113300	XP_001351056.1	584	Plasmodium exported protein (hyp1), unknown function
1	NC_004325.2	508252	509748	-	813263	PF3D7_0113400	XP_001351057.1	431	Plasmodium exported protein, unknown function
1	NC_004325.2	520807	522579	+	813268	PF3D7_0113700	XP_001351062.1	402	heat shock protein 40, type II
1	NC_004325.2	527107	536351	+	813269	PF3D7_0113800	XP_001351063.1	2900	DBL containing protein, unknown function
1	NC_004325.2	537109	538025	-	813270	PF3D7_0113900	XP_001351064.1	243	Plasmodium exported protein (hyp8), unknown function
1	NC_004325.2	542480	546983	+	9221833	PF3D7_0114000	XP_002808614.1	1463	exported protein family 1
1	NC_004325.2	547597	548380	-	9221834	PF3D7_0114100	XP_002808615.1	229	Pfmc-2TM Maurer\'s cleft two transmembrane protein
1	NC_004325.2	550576	551713	-	813273	PF3D7_0114200	XP_001351067.1	347	exported protein family 3
1	NC_004325.2	558201	558708	-	813276	PF3D7_0114500	XP_001351068.1	110	Plasmodium exported protein (hyp10), unknown function
1	NC_004325.2	563703	564842	-	813278	PF3D7_0114700	XP_001351069.1	323	rifin
1	NC_004325.2	569485	570272	-	813279	PF3D7_0114800	XP_001351070.1	210	Plasmodium exported protein (hyp7), unknown function
1	NC_004325.2	577704	583789	+	813281	PF3D7_0115000	XP_001351072.1	1925	surface-associated interspersed protein 1.3 (SURFIN 1.3)
1	NC_004325.2	587391	588394	+	813283	PF3D7_0115100	XP_001351074.1	293	Plasmodium exported protein (PHISTa), unknown function
1	NC_004325.2	591849	593187	+	813284	PF3D7_0115200	XP_001351075.1	368	rifin
1	NC_004325.2	595102	596273	+	4794171	PF3D7_0115300	XP_001351076.1	336	rifin
1	NC_004325.2	598465	599472	+	813285	PF3D7_0115400	XP_001351077.1	301	stevor
1	NC_004325.2	604162	605531	+	813287	PF3D7_0115600	XP_001351078.1	379	rifin
1	NC_004325.2	607390	614893	-	813288	PF3D7_0115700	XP_001351079.1	2203	erythrocyte membrane protein 1, PfEMP1
2	NC_037280.1	25232	31168	+	812597	PF3D7_0200100	XP_001349515.1	1711	erythrocyte membrane protein 1, PfEMP1
2	NC_037280.1	33030	34259	-	812598	PF3D7_0200200	XP_001349516.1	334	rifin
2	NC_037280.1	35927	37249	-	812599	PF3D7_0200300	XP_001349517.1	440	erythrocyte membrane protein 1 (PfEMP1), exon 2
2	NC_037280.1	38287	39303	-	812600	PF3D7_0200400	XP_001349518.1	304	stevor
2	NC_037280.1	41515	42858	-	812601	PF3D7_0200500	XP_001349519.1	370	rifin
2	NC_037280.1	45286	46558	-	812602	PF3D7_0200600	XP_001349520.2	375	rifin
2	NC_037280.1	48923	50147	-	812603	PF3D7_0200700	XP_001349521.1	330	rifin
2	NC_037280.1	57344	58421	-	812606	PF3D7_0201000	XP_001349524.1	312	rifin
2	NC_037280.1	60107	60319	-	812607	PF3D7_0201100	XP_001349525.1	70	Plasmodium exported protein, unknown function,fragment
2	NC_037280.1	63157	64376	+	812608	PF3D7_0201200	XP_001349526.2	356	rifin
2	NC_037280.1	66529	67545	+	812609	PF3D7_0201300	XP_001349527.2	305	stevor
2	NC_037280.1	69088	69771	+	812610	PF3D7_0201400	XP_001349528.1	156	Plasmodium exported protein (hyp10), unknown function
2	NC_037280.1	73441	74396	-	812611	PF3D7_0201500	XP_001349529.1	254	Plasmodium exported protein (hyp9), unknown function
2	NC_037280.1	77251	78808	-	812612	PF3D7_0201600	XP_001349530.1	485	PHISTb domain-containing RESA-like protein 1
2	NC_037280.1	81291	84165	-	812613	PF3D7_0201700	XP_001349531.1	900	DnaJ protein, putative
2	NC_037280.1	86832	88791	-	812614	PF3D7_0201800	XP_001349532.2	421	knob associated heat shock protein 40
2	NC_037280.1	91318	98838	-	812615	PF3D7_0201900	XP_001349533.1	2441	erythrocyte membrane protein 3
2	NC_037280.1	103385	105796	-	812616	PF3D7_0202000	XP_001349534.1	654	knob-associated histidine-rich protein
2	NC_037280.1	109564	110580	-	812617	PF3D7_0202100	XP_001349535.1	302	liver stage associated protein 2
2	NC_037280.1	112547	113682	-	812618	PF3D7_0202200	XP_001349536.1	290	EMP1-trafficking protein
2	NC_037280.1	117225	118235	+	812619	PF3D7_0202300	XP_001349537.1	267	Plasmodium exported protein (hyp11), unknown function
2	NC_037280.1	120524	124102	+	812620	PF3D7_0202400	XP_001349538.1	1192	gamete antigen 27/25, putative
2	NC_037280.1	127994	128314	+	812621	PF3D7_0202500	XP_001349539.1	106	early transcribed membrane protein 2
2	NC_037280.1	129342	133563	-	812622	PF3D7_0202600.1	XP_001349540.2	1341	conserved Plasmodium protein, unknown function
2	NC_037280.1	129342	133563	-	812622	PF3D7_0202600.1	XP_024329070.1	1340	conserved Plasmodium protein, unknown function
2	NC_037280.1	135523	137139	+	812623	PF3D7_0202700	XP_001349541.1	538	octaprenyl pyrophosphate synthase
2	NC_037280.1	137557	138389	-	8444950	PF3D7_0202800	XP_002585384.1	120	conserved Plasmodium protein, unknown function
2	NC_037280.1	138927	141192	+	812624	PF3D7_0202900	XP_024329071.1	287	palmitoyltransferase, putative
2	NC_037280.1	141625	147564	-	812625	PF3D7_0203000	XP_001349543.1	1979	repetitive organellar protein, putative
2	NC_037280.1	149524	156981	-	812626	PF3D7_0203100	XP_001349544.2	2485	protein kinase, putative
2	NC_037280.1	158137	159660	-	8445002	PF3D7_0203200	XP_002585385.1	507	conserved Plasmodium protein, unknown function
2	NC_037280.1	160514	161242	+	812627	PF3D7_0203300	XP_001349545.1	242	ERCC1 nucleotide excision repair protein,putative
2	NC_037280.1	162065	162900	-	812628	PF3D7_0203400	XP_001349546.2	91	conserved Plasmodium protein, unknown function
2	NC_037280.1	166144	168051	+	812629	PF3D7_0203600	XP_001349547.1	635	conserved Plasmodium protein, unknown function
2	NC_037280.1	168682	170136	-	812630	PF3D7_0203700	XP_024329072.1	439	protein MAK16, putative
2	NC_037280.1	171563	174912	-	812632	PF3D7_0203800	XP_001349550.2	542	conserved Plasmodium protein, unknown function
2	NC_037280.1	176567	178300	+	812633	PF3D7_0203900	XP_001349551.1	577	5\'-3\' exonuclease, N-terminal resolvase-like domain, putative
2	NC_037280.1	178955	181526	+	812634	PF3D7_0204000	XP_001349552.1	797	conserved Plasmodium protein, unknown function
2	NC_037280.1	182228	189115	-	812635	PF3D7_0204100	XP_001349553.1	2295	conserved Plasmodium protein, unknown function
2	NC_037280.1	192818	194199	+	812636	PF3D7_0204200	XP_001349554.1	276	conserved Plasmodium protein, unknown function
2	NC_037280.1	194826	196916	-	812637	PF3D7_0204300	XP_001349555.1	696	conserved Plasmodium protein, unknown function
2	NC_037280.1	197219	198043	-	8445026	PF3D7_0204400	XP_002585386.1	107	dynein light chain, putative
2	NC_037280.1	198353	199570	-	812638	PF3D7_0204500	XP_001349556.1	405	aspartate transaminase
2	NC_037280.1	200482	204048	-	812639	PF3D7_0204600	XP_001349557.2	1188	conserved Plasmodium protein, unknown function
2	NC_037280.1	205889	207403	-	812640	PF3D7_0204700	XP_001349558.1	504	hexose transporter
2	NC_037280.1	209583	210833	-	812641	PF3D7_0204800	XP_001349559.1	416	3\'-5\' exonuclease, putative
2	NC_037280.1	211348	212627	+	812642	PF3D7_0204900	XP_001349560.1	354	ubiE/COQ5 methyltransferase, putative
2	NC_037280.1	212982	214508	-	812643	PF3D7_0205000	XP_001349561.1	508	conserved Plasmodium protein, unknown function
2	NC_037280.1	214838	217348	-	8444953	PF3D7_0205100	XP_002585387.1	705	conserved Plasmodium protein, unknown function
2	NC_037280.1	217882	218907	-	812644	PF3D7_0205200	XP_001349562.2	196	conserved Plasmodium protein, unknown function
2	NC_037280.1	219690	222256	+	812645	PF3D7_0205300	XP_001349563.1	616	conserved Plasmodium protein, unknown function
2	NC_037280.1	223478	224851	+	812646	PF3D7_0205400	XP_001349564.1	457	PCI domain-containing protein, putative
2	NC_037280.1	225562	226245	-	812647	PF3D7_0205500	XP_001349565.1	132	DNA-directed RNA polymerase II 16 kDa subunit,putative
2	NC_037280.1	228025	229932	+	812648	PF3D7_0205600	XP_001349566.1	635	conserved Plasmodium protein, unknown function
2	NC_037280.1	231141	232529	+	812649	PF3D7_0205700.1	XP_001349567.2	205	RNA-binding protein, putative
2	NC_037280.1	231141	232529	+	812649	PF3D7_0205700.1	XP_024329073.1	222	RNA-binding protein, putative
2	NC_037280.1	232729	233476	-	8445016	PF3D7_0205800	XP_002585388.1	120	conserved Plasmodium protein, unknown function
2	NC_037280.1	235237	238816	+	812651	PF3D7_0205900	XP_001349569.2	966	26S proteasome regulatory subunit RPN1,putative
2	NC_037280.1	239246	243796	-	812652	PF3D7_0206000	XP_001349570.1	1516	DNA repair protein RAD2, putative
2	NC_037280.1	245358	246699	+	812653	PF3D7_0206100	XP_001349571.2	249	cysteine desulfuration protein SufE
2	NC_037280.1	249030	250727	+	812654	PF3D7_0206200	XP_001349572.1	565	pantothenate transporter
2	NC_037280.1	263037	267347	-	812657	PF3D7_0206500	XP_001349575.1	1436	conserved Plasmodium protein, unknown function
2	NC_037280.1	270078	270619	-	812658	PF3D7_0206600	XP_001349576.1	106	DNA-directed RNA polymerase III subunit RPC10,putative
2	NC_037280.1	271594	273009	+	812659	PF3D7_0206700	XP_001349577.1	471	adenylosuccinate lyase
2	NC_037280.1	273689	274507	-	812660	PF3D7_0206800	XP_001349578.1	272	merozoite surface protein 2
2	NC_037280.1	275540	276494	-	812661	PF3D7_0206900.1	XP_001349579.1	272	merozoite surface protein 5
2	NC_037280.1	275540	276577	-	812661	PF3D7_0206900.1	XP_002585389.1	261	merozoite surface protein 5
2	NC_037280.1	277494	278456	-	812662	PF3D7_0207000	XP_001349580.1	272	merozoite surface protein 4
2	NC_037280.1	281907	287345	+	812663	PF3D7_0207100	XP_001349581.2	1745	conserved Plasmodium protein, unknown function
2	NC_037280.1	288183	288665	-	812664	PF3D7_0207200	XP_001349582.1	160	iron-sulfur assembly protein, putative
2	NC_037280.1	290168	292703	-	812665	PF3D7_0207300	XP_024329074.1	679	serine repeat antigen 8
2	NC_037280.1	294273	297616	-	812666	PF3D7_0207400	XP_001349584.1	946	serine repeat antigen 7
2	NC_037280.1	298897	302564	-	812667	PF3D7_0207500	XP_001349585.2	1031	serine repeat antigen 6
2	NC_037280.1	303593	307027	-	812668	PF3D7_0207600	XP_001349586.1	997	serine repeat antigen 5
2	NC_037280.1	308847	312155	-	812669	PF3D7_0207700	XP_001349587.1	962	serine repeat antigen 4
2	NC_037280.1	313449	316741	-	812670	PF3D7_0207800	XP_001349588.1	930	serine repeat antigen 3
2	NC_037280.1	317596	321310	-	812671	PF3D7_0207900	XP_001349589.2	1105	serine repeat antigen 2
2	NC_037280.1	322338	325723	-	812672	PF3D7_0208000	XP_001349590.1	994	serine repeat antigen 1
2	NC_037280.1	327932	335203	+	812673	PF3D7_0208100.1	XP_001349591.2	1789	conserved Plasmodium protein, unknown function
2	NC_037280.1	335679	336581	-	812674	PF3D7_0208200	XP_001349592.1	300	KRR1 small subunit processome component,putative
2	NC_037280.1	337558	342966	+	812675	PF3D7_0208300	XP_001349593.1	1802	conserved Plasmodium protein, unknown function
2	NC_037280.1	343308	349340	-	812676	PF3D7_0208400	XP_001349594.1	2010	conserved Plasmodium protein, unknown function
2	NC_037280.1	352836	353628	+	812677	PF3D7_0208500	XP_001349595.1	137	acyl carrier protein
2	NC_037280.1	354621	356117	+	812678	PF3D7_0208600	XP_001349596.1	498	ribosome-recycling factor
2	NC_037280.1	356501	358014	-	812679	PF3D7_0208700.1	XP_001349597.1	222	conserved Plasmodium protein, unknown function
2	NC_037280.1	356645	358014	-	812679	PF3D7_0208700.1	XP_002585390.1	206	conserved Plasmodium protein, unknown function
2	NC_037280.1	359142	359849	+	812680	PF3D7_0208800	XP_001349598.1	235	conserved Plasmodium protein, unknown function
2	NC_037280.1	360828	368354	+	812681	PF3D7_0208900	XP_001349599.1	2508	6-cysteine protein
2	NC_037280.1	370438	379845	+	812682	PF3D7_0209000	XP_001349600.1	3135	6-cysteine protein
2	NC_037280.1	381130	383445	-	812683	PF3D7_0209100	XP_001349601.1	679	phospholipase A2, putative
2	NC_037280.1	384865	386580	-	812684	PF3D7_0209200	XP_001349602.2	275	3\'exoribonuclease, putative
2	NC_037280.1	387273	388151	+	812685	PF3D7_0209300	XP_001349603.1	240	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
2	NC_037280.1	388424	390611	-	8444970	PF3D7_0209400	XP_002585391.1	450	uncharacterized protein PF3D7_0209400
2	NC_037280.1	391275	392789	-	812686	PF3D7_0209500	XP_001349604.2	504	conserved Plasmodium protein, unknown function
2	NC_037280.1	394237	398745	-	812687	PF3D7_0209600	XP_001349605.2	1132	transporter, putative
2	NC_037280.1	400153	401859	-	812688	PF3D7_0209700	XP_001349606.2	568	RING zinc finger protein, putative
2	NC_037280.1	404281	406355	-	812689	PF3D7_0209800	XP_001349607.1	457	ATP-dependent RNA helicase UAP56
2	NC_037280.1	409983	410228	+	812690	PF3D7_0210000	XP_001349608.1	81	secretory complex protein 61 gamma subunit
2	NC_037280.1	412275	412859	+	812691	PF3D7_0210100.1	XP_001349609.1	96	60S ribosomal protein L37ae, putative
2	NC_037280.1	412275	412741	+	812691	PF3D7_0210100.1	XP_024329075.1	35	60S ribosomal protein L37ae, putative
2	NC_037280.1	413278	421137	-	812692	PF3D7_0210200	XP_024329076.1	2588	conserved Plasmodium protein, unknown function
2	NC_037280.1	423063	424654	-	812693	PF3D7_0210300	XP_001349611.1	457	monocarboxylate transporter, putative
2	NC_037280.1	425689	426497	+	8444973	PF3D7_0210400	XP_002585392.1	119	50S ribosomal protein L33, putative
2	NC_037280.1	427490	431530	+	812694	PF3D7_0210500	XP_001349612.1	1346	conserved Plasmodium protein, unknown function
2	NC_037280.1	432041	434086	-	812695	PF3D7_0210600	XP_001349613.1	446	conserved Plasmodium protein, unknown function
2	NC_037280.1	436050	436994	+	812696	PF3D7_0210700	XP_001349614.1	314	syntaxin, Qa-SNARE family
