"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_0204400",11.103168,18.119681,14.785494,7.990841,19.254921,23.981912,24.609856,3.192535,15.216804,22.930278,7.729564,23.398052,0,9.355296,9.783834,18.275917,4.86036,11.391996,9.972203,69.740283,26.653614,7.653349,13.035117,4.356668,8.716528,3.319685,11.806231,5.055729,3.873793,7.180405,10.564688,7.354698
"PF3D7_0204500",38.526011,42.977262,35.6614,23.380837,52.912969,88.965893,52.163014,18.831576,38.289667,43.152714,33.03455,72.026943,13.377713,31.016036,37.441207,34.167205,16.556728,39.369136,45.275329,82.408986,77.70705,23.68936,42.859707,18.232831,31.044564,15.02303,20.737366,20.780674,9.632721,26.229405,20.534053,24.715393
"PF3D7_0204600",3.203372,0.977166,4.502741,6.161517,3.400604,2.843016,1.396095,2.037168,2.555156,2.951753,2.919256,1.035333,1.433695,3.281164,4.388007,7.133548,3.071084,2.481969,1.087951,4.044983,2.054386,11.746934,1.414763,2.946916,1.451608,1.79881,2.042798,1.587108,2.918117,4.101654,1.363914,2.969255
"PF3D7_0204700",199.87797,191.405079,238.974002,275.484559,131.001987,267.496653,240.925982,154.249461,155.741001,182.132231,122.964431,275.695408,144.045824,132.923106,171.087323,240.316758,124.730355,118.175681,205.484972,126.054325,138.8259,225.84472,133.420591,223.667863,188.955755,176.624202,176.257649,89.535029,128.147781,156.824841,191.225822,194.181894
"PF3D7_0204800",1.163248,0.079822,1.785932,8.737047,0.316692,0.026844,0.149762,3.731317,0,0,0.164515,0.08285,0,0.07287,0,20.352837,0.066028,0.047366,0.211537,0.052473,0,18.888048,0.420963,1.678972,0.722891,2.349688,0,1.062722,0.617035,0.062016,1.578836,1.562647
"PF3D7_0204900",0.821133,0,8.779296,40.012685,0.141396,0.49228,0.647969,23.3218,0.112387,0,0.242203,0.203663,0.29491,0.17814,5.653874,101.747692,0.040538,0,0.951873,0.192251,0.060087,63.703001,1.037524,13.416919,0.223018,7.354219,0.187087,2.226469,2.421537,0.152302,6.603391,6.037822
"PF3D7_0205000",0.129557,0,0,0,0.090299,0.021134,0,0,0,0.179241,0.077456,0.0649,0.187243,0.229534,0,0.097267,0,0,0.055315,0.372198,0,0,0,0,0,0,0.118684,0,0,0,0,0
"PF3D7_0205100",0.176042,0.042472,0.039681,0.040457,0.170645,0.058084,0,0,0.048459,0,0.337056,0,0,0.197183,0,0.215356,0.017701,0.076036,0.075696,0.369828,0.265847,0,0.056016,0,0,0,0,0,0,0.066499,0,0
"PF3D7_0205200",0.498371,0,0.197606,0,0.329097,0.222087,0,0,0,0,0.650695,0,0,0,0,0.225301,0.094127,0,0,1.44022,0.134342,0,0.309265,0,0,0,0,0,0,0.176818,0,0
"PF3D7_0205300",0,0,0,0,0,0,0,0,0,0,0.02061,0,0.149076,0.045926,0,0.038937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024478
"PF3D7_0205400",100.211342,78.008209,21.109155,25.888822,21.258671,60.921594,94.137052,24.704583,43.670743,51.682608,48.140172,63.653779,38.765256,28.100197,25.229154,22.306957,35.344994,33.186519,49.936052,63.494152,59.372209,24.510351,60.546693,20.923687,71.29902,20.534161,40.240146,14.362401,18.916711,53.578946,26.405999,26.423317
"PF3D7_0205500",219.88643,169.505822,184.537296,112.240849,196.202679,328.588925,268.062151,157.506978,145.265438,133.759073,170.235346,212.66433,153.532821,158.275737,83.506403,96.623214,135.707692,140.844326,250.098664,180.251757,378.485772,43.454945,152.130526,89.17957,224.701419,47.999936,223.606502,62.85572,89.218128,124.503866,133.973022,69.44188
"PF3D7_0205600",6.754933,6.897695,6.438254,6.574792,15.600741,3.398189,4.604914,4.881468,10.440005,6.062427,13.872579,4.920852,10.937537,7.009992,1.593501,2.206868,5.902574,10.853388,11.340933,10.430923,8.77985,4.848573,4.169403,3.710538,4.00429,1.930716,12.401645,2.870372,3.959019,13.409714,2.796411,2.211431
"PF3D7_0205700.1",219.627509,108.473263,97.958772,144.024993,237.60137,199.911481,228.013214,77.878861,138.240464,231.162771,159.798674,142.374042,122.771487,274.834041,131.982138,96.233875,186.812271,192.01923,86.746743,361.752061,414.77017,69.204833,95.826354,52.648674,235.237783,68.273692,265.481917,98.875201,74.798525,206.759653,68.148727,67.961838
"PF3D7_0205700.2",6.647802,5.440595,0.802454,0.548859,5.364495,3.037055,7.550568,0.385684,8.319684,3.709394,7.50959,2.868663,1.400142,1.357611,0,1.121757,5.96299,1.929726,0,1.110847,4.554663,14.724439,2.800182,0,11.08239,0,12.169167,0.628913,2.01372,4.783527,0.888972,0
"PF3D7_0205800",13.778323,6.469343,78.70568,76.242792,4.405856,10.932192,10.350599,18.591535,6.608155,8.335359,10.072284,2.166856,6.057535,3.436821,28.390555,30.902581,2.947534,5.253649,13.765248,11.576262,12.87336,34.280957,4.901037,36.029712,12.017223,15.076758,11.781883,21.554222,43.335415,5.129901,21.450061,51.290323
"PF3D7_0205900",56.466578,46.068109,94.264338,46.40743,42.272241,58.840614,43.068037,41.33569,47.271815,26.003338,40.376096,45.196647,22.173801,42.778427,64.859647,121.301206,19.772781,37.111511,40.509264,85.004453,63.421506,85.550059,43.161177,68.183401,34.293329,60.550574,41.62005,47.633483,46.9511,35.687447,82.776028,90.037539
"PF3D7_0206000",37.752207,7.602922,7.103526,8.793359,27.315318,27.944501,19.531155,2.523383,30.068855,17.83024,30.837723,21.742637,4.30875,17.920071,8.309554,10.665855,8.861679,8.431946,8.54064,60.520605,37.544756,6.63041,19.11135,1.947469,23.479219,5.40036,11.828797,1.743828,1.428867,21.725641,4.211874,6.337869
"PF3D7_0206100",74.729944,53.516789,10.848656,29.556375,39.733862,137.197361,46.475012,13.903299,53.274478,42.76504,49.705346,43.666282,35.685839,40.106462,14.330759,19.081169,25.020498,28.048473,38.534153,101.903755,90.065459,10.415944,50.248095,8.406165,53.252475,7.266806,58.279373,12.032343,6.855123,22.827587,9.554473,24.100738
"PF3D7_0206200",10.373339,1.427944,2.187772,5.907728,17.960491,6.274303,1.693472,2.649779,12.851587,3.63204,10.59187,4.63473,3.793945,8.163776,2.735603,2.708019,7.53552,9.453958,2.927932,5.593131,3.949341,5.413933,3.98346,3.47747,6.331249,0.147444,9.303791,1.243229,1.324985,9.047759,1.279137,0.541085
"PF3D7_0206300",34.671637,2.677427,2.054365,4.129808,30.481223,185.407519,39.039309,1.292556,47.825492,128.555859,15.939354,32.875704,2.014475,8.846463,3.477653,12.359522,215.517704,0.950774,34.770684,17.631072,11.548343,1.771971,22.4569,0.654704,37.994546,0.998962,4.402858,0.340173,4.997762,11.419447,0.313057,0.504988
"PF3D7_0206500",43.856053,18.329509,25.414319,25.403622,32.510615,70.562042,52.861896,7.590708,44.20749,64.329391,46.882247,30.061967,27.560223,40.613453,37.644353,50.961841,97.659772,13.430101,25.544437,78.551926,56.53489,39.801156,56.301875,4.5379,84.657822,37.089457,29.122274,8.445287,16.471033,66.842858,22.03663,13.609792
"PF3D7_0206600",36.64043,61.35705,6.363255,16.670939,20.690328,18.786872,59.629917,17.314342,21.228894,23.284767,17.226072,41.656253,11.057261,13.64603,29.816614,14.807202,28.125861,17.948399,28.323963,68.162898,70.040028,4.663557,25.85117,6.635137,17.700581,5.060112,25.176431,11.13037,7.382314,23.784774,5.85336,9.933442
"PF3D7_0206700",113.298327,157.475286,20.585501,53.614848,140.484552,89.280823,139.261833,42.116109,104.835506,120.039379,159.365861,123.207165,115.348849,97.947241,32.244263,49.98347,142.897311,111.246466,82.186332,147.023758,175.710486,18.10745,97.013871,12.004326,62.652222,32.435919,173.961728,48.889926,52.649592,138.711579,48.217185,12.654064
"PF3D7_0206800",0.892199,5.248931,0.062475,0,0.252523,0,2.283025,0.775606,2.917027,1.015062,5.924793,1.969226,1.696102,4.784294,0,0.141802,0.057891,0.500237,0.247,0.814091,0.042332,0.352766,2.61645,0.985807,0.966474,0.376202,6.466355,1.509352,0,7.177803,0,0.204938
"PF3D7_0206900.1",0,0,0,0,0,0,0.402887,0,0,0,0,0,0,0,0,0.409688,0,0.416864,0,0.271364,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0206900.2",0,0.150721,0.792605,1.067299,0.107127,0.981842,0,0.58881,0,0,0,0,0.900219,0,1.217922,1.853832,0.184126,0,0.392824,0,0.223844,2.619252,0,0.52315,0.34233,0,0.572229,2.003863,0.11439,0.230629,0,0
"PF3D7_0207000",0.2974,0.709315,3.436144,7.047052,0.202018,2.31969,0.402887,2.437619,0,0,0.057522,0.656409,0,0.125902,5.745108,3.190538,0.115783,0.166746,0.1235,0.180909,0.211658,6.349792,0.186889,5.421941,0.322158,0.376202,0.538863,1.320683,2.481375,0,0.228252,0.068313
"PF3D7_0207100",0.130764,0,3.614838,0.53884,0.046275,0.312103,0.029391,0.307302,0,0.068399,0.05966,0.215604,0,0.074378,4.246711,3.075799,0.04642,0.009482,0.014191,0.053724,0.020224,6.964621,0.062629,0.839508,0,0.213502,0,0.189694,0.360979,0.074736,0.080149,0.055132
"PF3D7_0207200",0,0,0.066986,0.400984,0,0,0,0,0,0,0,0.331879,0,0,0,0.229957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0207300",0,0,0.010332,0,0,0,0,0,0,0,0.01844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0207400",0,0,0.028707,0,0,0,0,0,0,0,0,0,0,0.08557,0.255225,0.008065,0,0,0,0,0,0,0.040298,0,0,0,0,0.040687,0,0,0,0
"PF3D7_0207500",0,0.027799,0.26163,0.095569,0.020271,0.028701,0,0.108025,0,0.040025,0,0,0,0,0,0.022045,0,0,0,0.01876,0,0,0,0.098153,0,0,0,0.370225,0.065383,0.021827,0,0.096542
"PF3D7_0207600",0,0,0.101716,0.049558,0.052562,0.099198,0.053669,0.201723,0.131575,0,0.03612,0.075408,0,0.053891,0,0.022857,0.048209,0.120714,0.051562,0.136153,0.018294,0.14641,0,0,0.130147,0,0,0.230436,0.180822,0,0,0.071516
"PF3D7_0207700",0,0.089976,0.063429,0.051526,0.153025,0.020623,0.055827,0.046624,0,0,0.037555,0.031365,0,0.112035,0,0.245508,0.012532,0.089659,0,0.101084,0,0,0.039561,0,0,0.161558,0,0.677773,0.047,0.094155,0.352545,0
"PF3D7_0207800",0,1.120708,0.467868,0.748546,0.226855,0.171161,0.463661,0.048397,0.035511,0.089628,0.33774,6.908669,0.093602,0.058114,0.520064,1.298075,0.078027,0.390801,0.055632,0.713064,0.088755,0.078996,0.205313,0.109867,0.421549,1.592847,0.177857,1.285236,0.292616,0.219844,1.149582,0.138881
"PF3D7_0207900",0,0.051599,0,0,0.028208,0.008879,0.071925,0,0,0,0.010771,0.026975,0,0.048239,0,0,0.02156,0,0,0.017413,0,0,0,0,0,0,0,0,0.020221,0,0,0.012796
"PF3D7_0208000",0,0.086749,0,0,0.052734,0.009952,0.026924,0,0,0,0.072478,0,0,0.108133,0,0.084083,0.253931,0.034603,0,0.058542,0.009177,0,0,0,0,0,0,0.039741,0,0,0,0
"PF3D7_0208100.1",0.063688,0.015465,0.010961,0.033225,0.0227,0.032009,0.057258,0.011974,0,0.02221,0.052546,0.05655,0.046384,0.057975,0,0.012299,0.019382,0.064661,0.055314,0.010469,0.02464,0.078459,0.124646,0,0,0.041599,0.029368,0.123228,0,0.02427,0,0.02302
"PF3D7_0208200",374.665235,324.067411,121.811365,160.523407,188.05841,360.593246,328.615223,110.108899,262.062228,329.064887,249.657397,287.070499,170.190264,255.102136,139.64281,165.348122,187.390777,183.103917,264.183771,431.462686,394.445698,131.162057,342.566668,88.940521,323.847921,121.364117,233.652626,86.150899,79.523573,217.504674,127.743896,122.825507
"PF3D7_0208300",24.238904,6.83852,4.844837,8.230402,9.239221,16.810744,12.003732,2.447927,16.85227,9.456115,11.73655,8.982456,5.615986,7.638225,4.747676,6.994395,6.071908,4.932088,6.352842,16.531154,18.081081,4.865376,13.13884,3.138414,22.074658,5.69716,14.047896,2.159913,2.840379,6.888752,7.646674,5.414388
"PF3D7_0208400",6.415274,4.66235,17.304399,7.851312,10.348171,17.191721,10.729913,2.035733,11.209536,4.752635,14.066445,9.973026,0.81599,6.713733,13.623531,18.797979,3.40143,3.984695,7.493643,20.640682,21.893112,10.321216,12.227495,3.079657,4.985992,16.496707,2.81093,3.689454,2.016599,6.284418,7.186271,5.843642
"PF3D7_0208500",0.91706,1.289371,6.75006,2.426916,2.353492,1.423856,0,0.682396,6.272298,0,5.111453,1.942062,0,0.347755,3.277914,8.039435,1.179153,2.467769,1.427991,2.76878,1.868654,5.114746,1.120599,0,0.964713,12.106023,3.165831,2.78679,4.123806,0.632319,13.448434,2.391821
"PF3D7_0208600",1.991046,0.255529,12.760916,11.345875,1.780033,3.266804,1.075961,4.923535,3.646049,0.550773,2.247188,0.764348,0.191791,0.646144,8.99477,12.960249,0.119624,2.659906,1.13284,2.2435,0.744502,17.896708,0.842371,10.099735,0.866895,11.134742,1.09413,2.211528,5.257044,0.84647,5.084183,8.413845
"PF3D7_0208700.1",0,0,0,0,0,0,0,0,0,6.251852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0208700.2",33.749858,16.003861,105.560748,49.577946,5.845407,44.030821,31.011733,23.69277,18.049314,1.601957,11.633944,49.494402,2.291182,5.187012,49.296646,83.874578,2.022325,11.369646,27.72445,18.973176,16.498846,59.84953,23.095269,39.927044,6.13107,46.836535,3.649182,22.759005,22.497982,7.454965,44.143735,87.108679
"PF3D7_0208800",13.376623,16.595123,17.473078,22.444831,9.176696,14.495918,19.793393,13.53398,13.508078,6.05398,8.007411,40.356433,2.627843,6.478667,9.917597,17.432221,2.215158,5.68033,15.707304,5.647141,5.952538,23.555837,7.9016,16.484187,11.227809,20.492458,9.368068,24.378162,19.325426,9.937459,26.076065,28.419008
"PF3D7_0208900",0.425089,0.140877,0.721128,0.074826,0.515487,0.127773,0.110608,0.016831,0.358327,0,0.522691,0.147756,0.09784,0.551358,0.636978,0.525696,0.127284,0.266422,0.058377,0.575395,0.197907,0.055182,0.142967,0.153409,0.024425,0.05852,0.12388,0.433018,0.196321,0.495235,0.219958,0.032403
"PF3D7_0209000",0.036092,0.077465,0.464967,0.164441,0.258061,0.051534,0.039928,0.060151,0.109546,0.074434,0.096287,0.093901,0.051814,0.196672,0.144635,0.213878,0.054184,0.131326,0.10261,0.07166,0.020182,0.482301,0.048314,0.274243,0.058196,0.069744,0.114798,0.366865,0.319317,0.285289,0.145711,0.167387
"PF3D7_0209100",156.798133,109.293675,113.367368,60.835905,96.365615,197.770531,123.951815,125.616208,126.223973,108.941085,130.389978,139.126033,106.719989,119.578657,132.133218,177.048861,129.975605,76.762764,118.995338,135.760456,132.789521,225.765544,125.899841,163.386153,157.739345,55.426482,115.646245,36.784118,64.884473,92.180207,58.142847,42.073399
"PF3D7_0209200",42.432292,52.635537,124.81061,40.179686,24.276763,108.325207,56.420178,74.147772,33.813712,27.376172,23.225793,78.305874,10.435831,16.496748,82.606683,108.78605,12.484365,19.617601,53.509093,56.501772,70.575834,128.526065,40.652148,108.697884,28.852196,33.334021,32.090179,23.398233,37.502068,17.802605,38.672767,46.752122
"PF3D7_0209300",1.078622,1.538543,15.146444,5.670056,1.815466,2.538248,1.461161,4.411612,1.561912,1.46583,1.099682,1.399869,0.509347,1.048185,10.993199,15.619706,0.138561,2.50186,0.591403,4.837044,1.50775,16.066132,0.675178,7.100796,0.388305,1.805499,1.620597,7.266059,8.526445,2.08303,2.720744,3.106938
"PF3D7_0209400",4.9652,10.995408,23.720207,11.929376,10.661585,20.282614,9.421291,18.028161,2.807999,3.22084,5.944871,8.944875,3.039316,13.337433,20.326566,12.782489,1.917722,7.692255,12.738539,11.503183,12.254098,27.530361,5.436651,26.908329,2.128073,3.487807,5.918373,10.305452,12.663053,7.542411,6.934751,7.307298
"PF3D7_0209500",2.616205,0.188887,4.339751,0.134113,11.006965,0.149321,0.76578,0,1.652996,0.45239,7.32364,0.065517,1.323256,8.729176,3.651254,5.792384,2.299544,4.981733,0.055838,17.238543,1.80307,0.794668,2.822838,0,0.142393,0.844284,4.912688,1.425183,1.07564,7.902598,1.148739,0.0619
"PF3D7_0209600",13.450538,5.449082,19.102424,2.105663,32.467226,3.833004,9.411221,5.015015,11.628036,6.653465,28.764593,3.994571,13.594176,30.10899,20.167435,22.719654,15.922789,18.768079,8.157931,31.359899,11.860446,6.442158,14.276519,8.159994,3.965506,7.850405,21.570305,25.350929,12.372708,21.839541,9.969867,1.209302
"PF3D7_0209700",571.366698,831.825145,545.05889,511.995676,558.637484,425.130462,571.746816,719.369124,751.693993,607.483966,593.938739,629.421571,718.820129,713.421663,597.222662,658.502483,571.570871,699.376554,816.800891,863.765611,824.167007,780.026359,790.354203,691.185333,647.793617,801.669286,719.383849,835.668836,938.735316,525.21643,736.926661,500.596772
"PF3D7_0209800",874.303005,654.266967,630.027522,555.005677,582.716096,759.927986,852.956953,480.873689,659.598358,533.034229,762.813047,677.399079,494.57651,659.630712,718.737541,617.13167,608.005495,505.872339,572.359181,759.960467,850.76197,671.977226,635.224983,548.997479,643.778767,510.121789,584.96749,450.053399,475.171075,793.862184,591.611746,528.265351
"PF3D7_0210000",1218.107371,796.301216,3624.651985,2692.195136,714.520016,1014.756556,712.901014,2722.061744,732.277268,610.440969,796.296392,789.991594,342.819854,517.993742,2728.703905,3832.458724,512.185637,663.47284,977.543793,746.815139,606.233555,4824.744615,747.021383,2439.997512,576.828085,3281.33699,677.320966,2567.875283,3510.040461,748.992727,2793.333749,2891.67561
"PF3D7_0210100.1",2634.614883,1705.069707,2983.978715,2392.609972,2420.265595,2668.172474,2334.562354,2052.971301,2523.496278,2455.697687,2934.211249,1942.144979,1504.22364,2388.861554,3156.575337,2849.999872,2224.083914,1617.604152,1642.699143,2064.516221,1862.631952,3320.653492,1906.705678,1738.239488,1843.937076,2928.188246,2226.408719,3742.990976,1920.208932,1977.51915,2811.986176,2544.132348
"PF3D7_0210100.2",89.709538,21.924043,270.887198,19.941044,49.801555,104.994915,3.890608,26.189709,62.020821,59.947191,36.427683,25.943857,47.068815,17.855506,31.806177,386.992979,45.201919,30.538838,44.254117,478.298093,264.321567,0,31.803318,13.850935,38.056645,0,23.997102,28.675947,0,16.941108,40.660984,18.24744
"PF3D7_0210200",1.147792,0.304211,2.3645,2.215947,0.23716,0.8557,1.127127,0.643593,0.538242,0.906587,0.75904,1.536338,0.189423,0.197711,2.818995,1.789929,0.255535,0.094433,0.838469,2.407005,1.079554,3.083026,1.129698,0.965311,1.891509,3.240349,0.239859,1.019971,0.495806,0.463482,2.289383,2.191692
"PF3D7_0210300",0.590347,0,3.273211,4.133798,0.153863,0.383347,0.398886,3.316051,0.405109,0.101938,0,0.147517,0,0,2.933623,0.643046,0.05881,0.042168,0.502565,0.093718,0.175956,1.610169,0.187149,2.241824,0.160583,0.190131,0,0.377958,0.549904,0.055236,0.11736,2.57616
"PF3D7_0210400",1.16472,0,28.207773,9.696746,0.930978,3.423309,1.050204,4.38944,1.826975,0,0.416898,0.54962,0,0.870646,8.221478,3.5773,0,0,0.450127,3.489321,1.613054,6.435626,0,7.307466,0,0,0.995132,4.935611,2.420115,1.200399,4.832984,3.046285
"PF3D7_0210500",0.172322,0.479353,1.373777,1.525206,0.410947,0.539625,0.619815,0.226696,0.950747,0.240152,0.287734,0.993078,0,0.175913,1.570971,1.10006,0.095972,0.237087,0.242679,1.030371,0.896428,1.165476,0.412399,0.515609,0.28203,0.449603,0.079399,0.333096,0.163711,0.163879,0.316071,0.642256
"PF3D7_0210600",0.456461,0.365725,0.435843,0.745982,0.97748,0.222034,0.068544,0.284843,0.083511,0.315157,0.573816,0.113994,0.219507,1.071615,0.604383,0.378333,0.424111,0.304133,0.517716,0.48244,0.339635,1.658965,0.675101,0.51331,0.165532,0,0.278339,0.389545,0.283219,0.512146,0,0.394465
"PF3D7_0210700",0,0,0.517566,0.924266,0,0.421359,0,0.902985,0,0,0,0.119476,0,0,0,0.322469,0,0,0,0,0,0.289409,0,0.403688,0,0,0,0.154026,0.088598,0,0,0.280554
"PF3D7_0210800",24.503498,48.520059,6.971108,28.633216,22.292727,34.730649,31.246696,7.485497,18.742341,63.221821,16.863705,27.838599,20.176922,19.001989,13.868339,9.080886,47.352179,13.397496,26.167658,43.881829,43.757162,9.27093,36.418762,10.946262,59.821513,11.569677,27.264294,11.51241,11.634899,32.220785,6.861887,11.441416
"PF3D7_0210900",452.877227,534.890723,334.168143,230.302007,307.796265,567.977363,399.261005,188.473935,319.920667,580.822573,391.863777,326.1954,327.767219,419.551954,240.308255,485.367332,370.59801,278.363963,260.896177,771.687619,767.550261,283.582114,487.51568,176.189225,385.259752,277.835743,361.118352,183.690958,191.369757,347.356732,202.923116,189.424169
"PF3D7_0211100",0.052487,0,1.016558,1.593219,0.194416,0.113664,0.047205,0.11833,0.492073,0,0.19089,0.119514,0,0,1.486089,1.020885,0.010614,0.121473,0.204362,0.068589,0.048391,1.547033,0.033477,0.896362,0.057254,1.231087,0.145009,0.202796,0.37829,0.199367,0.384214,1.965416
"PF3D7_0211200",0.743146,0,6.94345,7.018579,0.249706,1.307475,0,5.662175,0.201613,0,0,0.270849,0,0.154254,0,4.900097,0,0,1.372483,0,0.103522,7.851946,0.2324,9.157882,0.801986,2.328688,0,3.750486,1.599346,0,1.682327,11.553128
"PF3D7_0211300",0,0,0,0.053672,0,0.042162,0,0,0,0,0,0,0,0,0,0.128974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0211400",0,0,0,0,0,0,0,0,0,0.132691,0,0,0,0,0,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0211500",0,0,0,0.009753,0.041355,0,0.06325,0,0,0.06527,0.02843,0.012421,0,0.0637,0,0.006005,0.020061,0,0,0,0.007233,0,0.029892,0,0,0,0.043162,0,0,0,0,0
"PF3D7_0211600",0.44832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0211700",0.047341,0,1.01037,0.660064,0.033429,0.157948,0,0.338038,0.026114,0.032976,0.019148,0.035957,0,0.085813,0.191667,2.244823,0,0.013705,0.061497,0.046472,0.043721,2.96727,0.211432,2.912429,0,0.555545,0.087227,0.060991,0.107854,0.017997,0.346977,0.079622
"PF3D7_0211800",213.962369,181.243838,752.549771,358.482744,171.655039,196.789947,198.045364,723.184969,230.3115,102.786028,201.682061,222.834228,170.083724,150.034933,728.404734,1377.94967,79.447354,223.022186,241.627811,245.10234,129.025676,1129.499948,209.501682,1057.560732,157.991232,996.197576,198.735313,986.704221,927.098288,102.904033,836.432292,564.000081
"PF3D7_0211900",0.752303,0,3.134745,2.305936,0.522627,0.341698,0.135558,0.394366,0.495529,0,0.358485,0,0,0,4.782721,2.189675,0.029964,0.386761,0.064013,0.143193,0.268828,4.558007,0.28614,0.761556,0,1.550137,0.137637,0.866814,1.84903,0.16886,0.358838,1.099642
"PF3D7_0212000",1.221715,0.117273,6.969203,0.936206,1.384866,0.155146,0,0.640587,0.133994,0,0.718247,0,0,1.684318,6.699426,2.849548,0.192505,0.691962,0,0.983836,0.106352,1.172708,0.309125,0.817989,0,4.683417,0,5.462892,1.615176,0.452046,2.858825,0.284189
"PF3D7_0212100",72.440987,20.015307,40.042616,24.945256,42.72958,59.98346,33.272026,9.136648,45.735109,39.80288,59.262257,43.159974,27.094483,48.417268,36.826312,64.433125,23.928764,16.764908,28.083,70.330077,67.801812,38.488733,46.028184,11.197766,51.978531,31.812189,40.302,13.962486,8.292638,36.923637,26.547746,27.6318
"PF3D7_0212200",12.120923,10.297283,71.818822,31.607735,8.806857,19.162818,21.892793,31.092283,22.811413,12.271413,12.851291,10.483353,6.519299,12.107397,74.282465,85.703405,9.89849,15.648543,8.413668,17.388578,13.587527,113.384191,19.314791,54.117371,27.287829,48.713086,12.731563,43.344796,46.952792,14.187393,46.194282,35.340711
"PF3D7_0212300",563.252496,462.881975,652.740779,316.376169,371.632426,547.919263,582.64773,483.608141,466.682453,408.128393,548.235164,352.992617,429.190336,429.977844,534.246173,713.740035,283.081625,366.292857,367.323177,426.642376,475.987451,766.956885,428.221241,442.587493,464.374638,524.132819,380.579357,413.178449,446.223289,393.861815,569.485536,427.470089
"PF3D7_0212400",21.253438,6.17193,7.991414,6.075329,6.805837,18.297829,13.074314,2.177276,8.650179,6.630055,9.117524,9.133923,3.944441,7.694859,11.970165,8.724406,6.230799,2.685124,6.67755,16.699992,18.194221,8.079689,9.500032,2.737826,14.519167,4.442867,8.80141,1.256704,1.72572,12.176582,3.874084,3.223132
"PF3D7_0212500",57.653966,18.123459,28.4965,26.532181,46.728553,45.058585,43.089394,7.854276,35.090386,31.793721,58.2496,27.447147,18.856681,48.699562,31.47284,35.915834,27.193006,15.510977,21.637584,66.977662,58.306082,32.126905,34.718038,10.877841,33.502134,21.481579,36.129437,9.909546,8.120109,42.616287,19.050197,17.648083
"PF3D7_0212600",2.025673,0.964271,0.560351,0.267141,4.617136,1.250718,1.219535,0.251265,1.101418,0.459569,4.536156,0.164744,0,5.091346,0,1.113895,2.024024,0.376802,1.393159,4.163214,1.519716,0.796525,3.386358,0,1.095153,0,1.524479,0.427171,2.068964,1.717493,0.256765,0.15409
"PF3D7_0212700",1.668996,1.31295,16.017324,7.470445,0.368844,2.362078,2.802393,5.965006,1.249173,1.047613,0.843315,7.010313,0.218899,0.267183,14.465616,8.049247,0.060421,0.866561,3.03327,0.866065,0.519383,10.294088,2.019674,12.541482,1.32056,6.837889,0,7.866372,8.360433,0.851239,16.513309,16.093175
"PF3D7_0212800",0.047717,0.023078,2.570158,2.075216,0.117922,0.039796,0.042912,0.21519,0.131606,0.132948,0.019299,0.084561,0,0.021621,1.352229,0.428021,0.009657,0.069065,0,0.062447,0.022031,3.049317,0.030444,1.549247,0.104116,0.808789,0.087917,1.260215,0.25364,0.036277,0.582835,1.604971
"PF3D7_0212900",0,0,0.042785,0,0.101927,0.031572,0,0,0,0,0,0,0,0.257071,0,0.072568,0,0,0,0,0.028913,0.237279,0.124556,0.330569,0,0,0,0.251565,0.145502,0,0,0
"PF3D7_0213000",0,0,0.18993,0.125816,0,0.095377,0,0,0,0,0.120608,0,0,0.257749,0,0.072394,0,0.178928,0,0,0,0,0,0,0,0,0,0.811805,0.689808,0,0,0
"PF3D7_0213100",238.669722,239.386194,337.436721,311.618256,163.388573,352.139859,223.546071,364.155179,279.732473,131.723825,172.000794,189.36682,116.924714,122.093356,299.806372,500.915039,50.06078,148.939545,222.759523,131.87433,187.774937,503.830485,140.379047,515.750081,167.397419,328.099392,210.348945,216.34838,216.789107,74.425888,290.966366,356.284488
"PF3D7_0213200",0,0,0.891761,2.364713,0.507333,0.146784,0.476086,0,1.108762,0,0,0.747017,0,0,0,1.313886,0,0.284328,0,0.288647,0.267241,1.172868,0,3.322551,0,0,0,6.652478,0.365912,0,0,0.460071
"PF3D7_0213300",0,0,4.565627,3.244185,1.140224,0.336327,0,1.82883,0,0,2.566167,0,0,0,0,4.356514,0,2.578203,0,0,0.299688,0,0,0,0,0,1.959376,8.123943,1.663525,0,0,2.642583
